economy,series,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
GHA,SP.DYN.LE00.IN,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,64.074,64.347
GIB,DT.ODA.ODAT.CD,,,,,,,,,,,
GIB,NY.GDP.PCAP.CD,,,,,,,,,,,
GIB,SE.ADT.LITR.ZS,,,,,,,,,,,
GIB,SM.POP.REFG,,,,,,,,,,,
GIB,SM.POP.REFG.OR,,,,,,,,,,,
GIB,SP.DYN.LE00.IN,,,,,,,,,,,
GIN,DT.ODA.ODAT.CD,220970001.2,197250000,632390014.6,467540008.5,546330017.1,532669982.9,560739990.2,468549987.8,649750000,559309997.6,723469970.7
GIN,NY.GDP.PCAP.CD,672.4249304,651.1361134,717.0505359,769.0031667,787.2385644,769.2554754,732.2915119,855.5752706,955.1112811,1052.588091,1078.950006
GIN,SE.ADT.LITR.ZS,25.30773926,,,,32.0038414,,,,39.6176796,,
GIN,SM.POP.REFG,14110,16606,10369,8554,8763,8835,5067,5156,4294,4964,6029
GIN,SM.POP.REFG.OR,11978,13164,14062,14559,15247,16995,17536,20333,23493,26857,26792
GIN,SP.DYN.LE00.IN,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,61.602,61.962
GMB,DT.ODA.ODAT.CD,121099998.5,135710006.7,138979995.7,112300003.1,100339996.3,113940002.4,91989997.86,284489990.2,234130004.9,189850006.1,300609985.4
GMB,NY.GDP.PCAP.CD,860.6364339,762.7631177,742.7776286,700.5160422,607.4299047,660.7235712,690.7804932,679.7550717,732.7207273,772.5055883,757.4131116
GMB,SE.ADT.LITR.ZS,,,,41.95005035,,50.77796936,,,,,
GMB,SM.POP.REFG,8373,9523,9846,9557,11606,7851,7936,8039,4027,4302,4378
GMB,SM.POP.REFG.OR,2233,2572,3063,3382,5122,8473,11589,14564,17237,17813,10579
GMB,SP.DYN.LE00.IN,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,62.05,62.383
GNB,DT.ODA.ODAT.CD,129000000,120639999.4,80169998.17,105629997.3,110250000,95040000.92,196820007.3,113360000.6,153580001.8,112809997.6,147240005.5
GNB,NY.GDP.PCAP.CD,558.1746681,703.6605673,616.375664,634.6620391,623.3130914,603.3993815,661.4578387,738.5499449,802.7673851,749.453747,727.5201717
GNB,SE.ADT.LITR.ZS,,,,,45.5811615,,,,,,
GNB,SM.POP.REFG,7675,7796,7780,8535,8685,8685,9264,11207,4853,1846,1846
GNB,SM.POP.REFG.OR,1117,1118,1173,1222,1306,1472,1650,1870,2043,2093,1638
GNB,SP.DYN.LE00.IN,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,58.322,58.634
GNQ,DT.ODA.ODAT.CD,85069999.69,24549999.24,14449999.81,4630000.114,519999.9809,7489999.771,6920000.076,6929999.828,6719999.79,62750000,5949999.809
GNQ,NY.GDP.PCAP.CD,17288.84128,21641.69508,21711.15323,20390.73826,19394.08184,11283.39802,9250.316728,9667.856962,10005.61604,8380.741122,7198.335884
GNQ,SE.ADT.LITR.ZS,94.3705368,,,,,,,,,,
GNQ,SM.POP.REFG,,,,,,,,,,,
GNQ,SM.POP.REFG.OR,306,261,230,196,168,142,131,127,140,156,145
GNQ,SP.DYN.LE00.IN,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,58.735,59.057
GRC,DT.ODA.ODAT.CD,,,,,,,,,,,
GRC,NY.GDP.PCAP.CD,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19133.75776,17647.23269
GRC,SE.ADT.LITR.ZS,,97.36873627,,,,,,,97.93595123,,
GRC,SM.POP.REFG,1443,1566,2090,3468,10292,24831,46411,38988,61446,80454,103101
GRC,SM.POP.REFG.OR,52,54,48,88,108,111,101,106,107,95,90
GRC,SP.DYN.LE00.IN,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.08780488
GRD,DT.ODA.ODAT.CD,33849998.47,12029999.73,7659999.847,12529999.73,39709999.08,24100000.38,8579999.924,5840000.153,31739999.77,14680000.31,69510002.14
GRD,NY.GDP.PCAP.CD,7258.166561,7291.74167,7444.089075,7789.632355,8370.040472,9096.538652,9628.259169,10152.83281,10466.88221,10834.49568,9273.199292
GRD,SE.ADT.LITR.ZS,,,,,98.59999847,,,,,,
GRD,SM.POP.REFG,,5,,,,,,,,,
GRD,SM.POP.REFG.OR,344,325,316,330,324,270,100,103,96,80,70
GRD,SP.DYN.LE00.IN,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,72.397,72.426
GRL,DT.ODA.ODAT.CD,,,,,,,,,,,
GRL,NY.GDP.PCAP.CD,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50766.59942,54545.29998,53256.24409,54570.37502
GRL,SE.ADT.LITR.ZS,,,,,,,,,,,
GRL,SM.POP.REFG,,,,,,,,,,,
GRL,SM.POP.REFG.OR,,,,,,,,,,,
GRL,SP.DYN.LE00.IN,70.29195122,69.85414634,70.55,71.57341463,71.98560976,71.97731707,71.82512195,71.5797561,71.88658537,72.04756098,71.40463415
GTM,DT.ODA.ODAT.CD,402059997.6,353570007.3,304820007.3,496600006.1,279839996.3,411290008.5,265450012.2,367010009.8,399399993.9,388230011,472359985.4
GTM,NY.GDP.PCAP.CD,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4478.424646,4638.634943,4603.339643
GTM,SE.ADT.LITR.ZS,,,78.26486206,77.0386734,81.2858963,,,,80.81067657,,
GTM,SM.POP.REFG,137,148,157,154,160,222,295,360,380,408,442
GTM,SM.POP.REFG.OR,5675,6087,6389,6620,7487,10284,12549,16284,19128,22770,24544
GTM,SP.DYN.LE00.IN,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,74.302,74.529
GUM,DT.ODA.ODAT.CD,,,,,,,,,,,
GUM,NY.GDP.PCAP.CD,31040.0843,31210.47029,32908.30677,33656.45357,34843.20557,35829.25036,36214.00692,36601.91988,36556.67491,38040.58699,34624.34013
GUM,SE.ADT.LITR.ZS,,,,,,,,,,,
GUM,SM.POP.REFG,,,,,,,,,,,
GUM,SM.POP.REFG.OR,,,,,,,,,,,
GUM,SP.DYN.LE00.IN,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,80.074,80.277
GUY,DT.ODA.ODAT.CD,106410003.7,105620002.7,114910003.7,101239997.9,160610000.6,32139999.39,70019996.64,51130001.07,104180000.3,111510002.1,51869998.93
GUY,NY.GDP.PCAP.CD,4580.698762,4908.566448,5378.810878,5489.140726,5407.147366,5576.825852,5811.397924,6124.95367,6145.819277,6609.51128,6955.939217
GUY,SE.ADT.LITR.ZS,,,,,85.63973236,,,,,,
GUY,SM.POP.REFG,7,7,7,12,12,12,12,17,25,14,23
GUY,SM.POP.REFG.OR,746,768,800,800,700,508,269,260,283,284,267
GUY,SP.DYN.LE00.IN,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,69.906,70.023
HIC,DT.ODA.ODAT.CD,600140007,381799997.3,286430012,214099997.4,180930006.7,127280002.4,247950003.3,205959998.1,94219997.41,152250005.7,448700014.1
HIC,NY.GDP.PCAP.CD,38836.67113,41742.15873,41524.88924,41805.75112,42455.82354,39847.26178,40475.17746,42118.2044,44571.43358,44774.77502,43282.42346
HIC,SE.ADT.LITR.ZS,,,,,,,,,,,
HIC,SM.POP.REFG,1981081,1952862,1961517,1604429,1714805,1947842,2485136,2903000,3150361,3404931,3480040
HIC,SM.POP.REFG.OR,85653,83275,83432,67886,58443,51210,39944,39707,40424,40499,41178
HIC,SP.DYN.LE00.IN,79.70730434,79.96169791,80.0797453,80.26669177,80.51905621,80.39818488,80.54730966,80.59037948,80.69046098,80.88625245,80.21053064
HKG,DT.ODA.ODAT.CD,,,,,,,,,,,
HKG,NY.GDP.PCAP.CD,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43733.91636,46160.42979,48537.56689,48356.0635,46100.97587
HKG,SE.ADT.LITR.ZS,,,,,,,,,,,
HKG,SM.POP.REFG,149,146,105,113,160,109,91,85,128,128,245
HKG,SM.POP.REFG.OR,16,14,18,24,25,33,15,11,11,5,15
HKG,SP.DYN.LE00.IN,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,85.07804878,85.38780488
HND,DT.ODA.ODAT.CD,470500000,359250000,566190002.4,625869995.1,606280029.3,540599975.6,412399993.9,442230011,664900024.4,452160003.7,1432630005
HND,NY.GDP.PCAP.CD,1904.347152,2088.315547,2144.342363,2102.592449,2206.054397,2302.204411,2342.584904,2453.727115,2510.322943,2574.356751,2405.732848
HND,SE.ADT.LITR.ZS,84.75536346,85.12329865,85.35555267,85.4644165,87.19753265,87.90682983,88.98748016,,87.20523834,88.50743103,
HND,SM.POP.REFG,11,16,16,16,28,28,16,27,28,75,85
HND,SM.POP.REFG.OR,1300,1967,2612,3299,4157,6847,10509,14424,18857,26351,34456
HND,SP.DYN.LE00.IN,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,75.27,75.448
HPC,DT.ODA.ODAT.CD,43968599628,44151809990,42273160091,40595750023,38432340305,37401559994,36607340134,39757959717,40691689777,43879409954,
HPC,NY.GDP.PCAP.CD,833.3902877,908.2565059,916.1952723,991.3749964,1024.189222,965.7695501,987.1093103,1065.40861,987.1739045,994.8982809,975.4742618
HPC,SE.ADT.LITR.ZS,54.07489014,56.10511017,57.33340073,58.3261795,59.1648407,59.64675903,60.4588089,61.38893127,61.88288879,62.5051918,63.05041122
HPC,SM.POP.REFG,1693496,1932354,1982315,2153804,3106860,3762016,4417702,5544441,5582767,5566124,5780392
HPC,SM.POP.REFG.OR,5709547,5892737,6007757,6117189,6369463,6953390,6848916,7168392,7375253,7518215,7514213
HPC,SP.DYN.LE00.IN,58.85894745,59.52887102,60.16656535,60.77033533,61.33431413,61.85295289,62.32328464,62.74867177,63.13499116,63.48645533,63.80962796
HRV,DT.ODA.ODAT.CD,131550003.1,,,,,,,,,,
HRV,NY.GDP.PCAP.CD,14067.52312,14757.18034,13401.65662,13837.73164,13762.37286,11933.37738,12527.73986,13629.28959,15227.5601,15311.7669,14132.48656
HRV,SE.ADT.LITR.ZS,,99.12535858,,,,,,,,,
HRV,SM.POP.REFG,933,818,722,679,724,517,300,508,787,916,956
HRV,SM.POP.REFG.OR,65863,62653,62606,49755,40121,33452,26231,24869,24105,23793,23451
HRV,SP.DYN.LE00.IN,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,77.72439024
HTI,DT.ODA.ODAT.CD,2889840088,1506459961,1273300049,1152130005,1082359985,1045859985,1071680054,981250000,1017109985,695869995.1,886849975.6
HTI,NY.GDP.PCAP.CD,1191.972664,1287.95465,1337.335946,1432.837618,1435.13647,1386.854191,1290.380508,1369.063734,1479.345827,1312.770636,1272.367992
HTI,SE.ADT.LITR.ZS,,,,,,,61.69134903,,,,
HTI,SM.POP.REFG,,,,,,,5,5,5,,
HTI,SM.POP.REFG.OR,25886,33652,38559,38644,37147,34762,29671,28424,27517,26734,25649
HTI,SP.DYN.LE00.IN,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,64.001,64.315
HUN,DT.ODA.ODAT.CD,,,,,,,,,,,
HUN,NY.GDP.PCAP.CD,13223.083,14240.2575,12989.18028,13719.95054,14298.83367,12720.71202,13107.37791,14623.69665,16427.37276,16735.65978,16075.97327
HUN,SE.ADT.LITR.ZS,,,,,99.09999847,,,,,,
HUN,SM.POP.REFG,5400,5085,4034,2422,2854,4383,4736,5671,6019,5750,5838
HUN,SM.POP.REFG.OR,1435,1234,1085,1218,1264,1447,2909,3336,3927,4007,4617
HUN,SP.DYN.LE00.IN,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.61707317
IBD,DT.ODA.ODAT.CD,26794640344,31202569923,29660120085,33670220030,35140350227,30650490095,32304060224,31523189749,28451030386,25891569908,
IBD,NY.GDP.PCAP.CD,4539.714719,5319.547737,5594.613089,5844.710354,5980.853387,5547.679602,5540.167966,6058.914633,6387.748819,6473.782551,6176.40377
IBD,SE.ADT.LITR.ZS,86.83493042,87.19532776,87.69956207,87.86956024,88.34095764,88.45137787,88.81774902,89.0443573,89.06654358,89.36553192,89.62664032
IBD,SM.POP.REFG,5421273,5272014,5616813,7407844,9148647,10069985,10259520,10799881,10967066,10805648,10817602
IBD,SM.POP.REFG.OR,3753668,3457823,2653233,1948321,2114912,2061857,2006175,1880138,1844442,1914867,2062124
IBD,SP.DYN.LE00.IN,71.16180256,71.51024622,71.82971652,72.14643098,72.43263708,72.70217789,72.96134179,73.20754938,73.41233043,73.61554424,73.70172059
IBT,DT.ODA.ODAT.CD,86000380073,92650780095,91701330312,1.01805E+11,1.00003E+11,95609000245,99352630541,1.0722E+11,1.07906E+11,1.10243E+11,
IBT,NY.GDP.PCAP.CD,3759.97122,4343.996248,4552.291849,4751.116991,4859.135489,4509.589868,4493.836521,4879.042932,5110.911271,5168.837517,4925.381242
IBT,SE.ADT.LITR.ZS,81.57013702,81.8302002,82.35736084,82.59467316,83.07061005,83.28063965,83.81558228,84.09641266,84.12513733,84.4069519,84.65379333
IBT,SM.POP.REFG,11453027,11390127,11547678,13167425,15806215,17336609,17915903,20287889,20510773,20345843,20553702
IBT,SM.POP.REFG.OR,10119300,9992652,10094775,11321483,14003844,15701616,16751084,19437081,19836853,19916299,20170538
IBT,SP.DYN.LE00.IN,68.76825601,69.12772485,69.4611474,69.78776043,70.08555605,70.36392899,70.62709533,70.87332642,71.08109917,71.28109989,71.388233
IDA,DT.ODA.ODAT.CD,59205739729,61448210172,62041210227,68135270267,64862500377,64958510150,67048570316,75696669405,79455199565,84351929569,
IDA,NY.GDP.PCAP.CD,1232.055912,1220.833482,1254.827053,1332.400378,1394.917755,1342.999404,1342.913778,1372.988159,1369.260457,1399.11567,1365.047843
IDA,SE.ADT.LITR.ZS,60.02117157,60.14294052,61.03731918,61.81953049,62.59421921,63.47595978,64.92926788,65.69051361,66.02430725,66.52632904,67.00737
IDA,SM.POP.REFG,6031754,6118113,5930865,5759581,6657568,7266624,7656383,9488008,9543707,9540195,9736100
IDA,SM.POP.REFG.OR,6365632,6534829,7441542,9373162,11888932,13639759,14744909,17556943,17992411,18001432,18108414
IDA,SP.DYN.LE00.IN,61.0067031,61.49973267,61.96757461,62.41367165,62.83647928,63.23250634,63.59930113,63.93709809,64.2486762,64.53694883,64.80394374
IDB,DT.ODA.ODAT.CD,10714170103,11051200162,9955410045,11361560054,12045330176,11773810105,10686089927,11978150005,11135799951,13970409943,
IDB,NY.GDP.PCAP.CD,1556.630147,1742.589635,1882.681302,1997.468021,2093.792195,1972.147153,1861.940378,1787.801592,1835.321807,1852.219116,1740.603808
IDB,SE.ADT.LITR.ZS,62.39704895,62.47045898,63.87630844,63.7358284,64.59924316,65.02774048,65.72805786,66.58383179,66.5693512,66.98145294,67.39232635
IDB,SM.POP.REFG,2564062,2533738,2417841,2334813,2392782,2520932,2243857,2230439,2295626,2363258,2441474
IDB,SM.POP.REFG.OR,136405,131168,139655,140230,492202,529034,391504,424203,497464,535476,599055
IDB,SP.DYN.LE00.IN,59.20835377,59.66462167,60.09325422,60.50417686,60.89369396,61.25627871,61.58796584,61.8891292,62.16186739,62.40899722,62.63495007
IDN,DT.ODA.ODAT.CD,1323760010,358109985.4,68839996.34,69470001.22,-381940002.4,-28459999.08,-108279998.8,280190002.4,962070007.3,-667690002.4,1232869995
IDN,NY.GDP.PCAP.CD,3122.362673,3643.047176,3694.35934,3623.927241,3491.637491,3331.695115,3562.816334,3837.578024,3893.859578,4135.233344,3870.55762
IDN,SE.ADT.LITR.ZS,,92.81191254,,,95.11621857,95.21793365,95.37696838,,95.65856171,,95.99900818
IDN,SM.POP.REFG,808,1004,1811,3195,4267,5954,7824,9782,10786,10287,10114
IDN,SM.POP.REFG.OR,16882,16069,15514,14775,14393,13947,13056,12485,12148,12039,13029
IDN,SP.DYN.LE00.IN,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716,71.908
IDX,DT.ODA.ODAT.CD,48491569626,50397010010,52085800182,56773710213,52817170200,53184700045,56362480390,63718519400,68319399614,70381519627,
IDX,NY.GDP.PCAP.CD,1069.976001,958.7904642,938.7390353,997.0369037,1041.977873,1024.886105,1080.258622,1162.971829,1133.259641,1169.69953,1175.586605
IDX,SE.ADT.LITR.ZS,58.46443176,58.6186409,59.26576996,60.53036118,61.27156067,62.39786911,64.25295258,64.97927856,65.49887085,66.05657196,66.58264923
IDX,SM.POP.REFG,3467692,3584375,3513024,3424768,4264786,4745692,5412526,7257569,7248081,7176937,7294626
IDX,SM.POP.REFG.OR,6229227,6403661,7301887,9232932,11396730,13110725,14353405,17132740,17494947,17465956,17509359
IDX,SP.DYN.LE00.IN,61.90857485,62.42208014,62.91111632,63.37647088,63.81753712,64.23166675,64.61707349,64.97389628,65.30530983,65.61430772,65.90163156
IMN,DT.ODA.ODAT.CD,,,,,,,,,,,
IMN,NY.GDP.PCAP.CD,69767.34336,77349.22524,79148.33225,83357.13268,92334.64631,85126.97047,82197.12677,83477.83429,89112.66772,86481.55259,
IMN,SE.ADT.LITR.ZS,,,,,,,,,,,
IMN,SM.POP.REFG,,,,,,,,,,,
IMN,SM.POP.REFG.OR,,,,,,,,,,,
IMN,SP.DYN.LE00.IN,,,,,,,,,,,
IND,DT.ODA.ODAT.CD,2831340088,3270219971,1681790039,2456330078,2991820068,3174350098,2678669922,3197679932,2461629883,2550409912,1794209961
IND,NY.GDP.PCAP.CD,1357.563727,1458.104066,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,1998.259076,2072.244897,1933.101069
IND,SE.ADT.LITR.ZS,,69.3025589,,,,,,,74.37299347,,
IND,SM.POP.REFG,184814,185118,185644,188391,199931,201379,197848,197142,195887,195103,195373
IND,SM.POP.REFG.OR,17766,16226,14245,11032,10431,9882,7288,7926,9586,11787,12398
IND,SP.DYN.LE00.IN,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,69.656,69.887
INX,DT.ODA.ODAT.CD,,,,,,,,,,,
INX,NY.GDP.PCAP.CD,,,,,,,,,,,
INX,SE.ADT.LITR.ZS,,,,,,,,,,,
INX,SM.POP.REFG,,,,,,,,,,,
INX,SM.POP.REFG.OR,,,,,,,,,,,
INX,SP.DYN.LE00.IN,,,,,,,,,,,
IRL,DT.ODA.ODAT.CD,,,,,,,,,,,
IRL,NY.GDP.PCAP.CD,48655.36616,52177.11268,49026.02307,51533.03457,55599.8508,62012.48493,62861.63912,69774.02897,79107.60499,80886.61574,85422.54287
IRL,SE.ADT.LITR.ZS,,,,,,,,,,,
IRL,SM.POP.REFG,9099,8234,6309,5991,5832,6108,5720,6394,6012,7795,9035
IRL,SM.POP.REFG.OR,7,7,7,7,7,5,,,,,
IRL,SP.DYN.LE00.IN,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.20487805,82.70243902,82.20487805
IRN,DT.ODA.ODAT.CD,112440002.4,105790000.9,151690002.4,131610000.6,79870002.75,109599998.5,116190002.4,140279998.8,166410003.7,204179992.7,235100006.1
IRN,NY.GDP.PCAP.CD,6599.660938,8389.273913,8525.768136,6443.029785,5943.048107,5200.680787,5755.802448,6032.065127,4046.341864,3514.042168,2756.749977
IRN,SE.ADT.LITR.ZS,,,83.62599182,84.62680054,84.70523834,,85.54425049,,,,
IRN,SM.POP.REFG,1073363,886465,868239,857352,982025,979435,979435,979435,979435,979435,800025
IRN,SM.POP.REFG.OR,68785,72366,75932,75061,82202,84950,94102,118639,129941,128998,135018
IRN,SP.DYN.LE00.IN,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,76.677,76.87
IRQ,DT.ODA.ODAT.CD,2178330078,1914689941,1300469971,1540989990,1368199951,1482709961,2286330078,2905929932,2300350098,2090939941,2359149902
IRQ,NY.GDP.PCAP.CD,4657.280269,6045.494567,6836.073995,7076.552265,6637.684375,4688.318017,4550.658638,4985.452879,5915.850854,5943.458455,4583.747494
IRQ,SE.ADT.LITR.ZS,,,77.19999695,72.69999695,82.19999695,,83.30000305,85.59999847,,,
IRQ,SM.POP.REFG,34647,35184,98818,246294,271137,277702,261863,277668,283018,273986,270377
IRQ,SM.POP.REFG.OR,1683576,1428306,746204,401461,369960,264086,316056,362536,372332,336274,333200
IRQ,SP.DYN.LE00.IN,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,70.604,70.748
ISL,DT.ODA.ODAT.CD,,,,,,,,,,,
ISL,NY.GDP.PCAP.CD,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74469.80406,68941.46223,59264.03409
ISL,SE.ADT.LITR.ZS,,,,,,,,,,,
ISL,SM.POP.REFG,72,55,55,72,93,170,245,361,549,894,1460
ISL,SM.POP.REFG.OR,5,,,,,,,5,5,5,5
ISL,SP.DYN.LE00.IN,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,83.16341463,83.06585366
ISR,DT.ODA.ODAT.CD,,,,,,,,,,,
ISR,NY.GDP.PCAP.CD,30780.02382,33775.512,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,40774.12961,42063.45313,43951.24773,44177.57122
ISR,SE.ADT.LITR.ZS,,,,,,,,,,,
ISR,SM.POP.REFG,25462,41221,48490,48182,39698,32929,30529,25657,18554,16107,1843
ISR,SM.POP.REFG.OR,1290,1323,1326,1026,967,787,487,469,492,452,373
ISR,SP.DYN.LE00.IN,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,82.7
ITA,DT.ODA.ODAT.CD,,,,,,,,,,,
ITA,NY.GDP.PCAP.CD,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.47545,31834.97262
ITA,SE.ADT.LITR.ZS,,98.84828186,,,,,,,99.15576172,99.34909821,
ITA,SM.POP.REFG,56402,58066,64782,76248,93712,118036,147362,167330,189227,207602,128033
ITA,SM.POP.REFG.OR,45,57,65,64,63,69,49,52,69,76,62
ITA,SP.DYN.LE00.IN,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.49756098,82.34390244
JAM,DT.ODA.ODAT.CD,141100006.1,41029998.78,28000000,71589996.34,95989997.86,59069999.69,26850000.38,61549999.24,100209999.1,125610000.6,66610000.61
JAM,NY.GDP.PCAP.CD,4704.04776,5111.465987,5209.859264,4989.734089,4834.284009,4907.927415,4843.7499,5070.099503,5359.993789,5369.498371,4664.530242
JAM,SE.ADT.LITR.ZS,,,,,88.09999847,,,,,,
JAM,SM.POP.REFG,19,19,19,18,23,13,13,13,13,,27
JAM,SM.POP.REFG.OR,1055,1248,1404,1501,1682,1857,1998,2224,2448,2529,2526
JAM,SP.DYN.LE00.IN,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,74.475,74.586
JOR,DT.ODA.ODAT.CD,954750000,974099975.6,1154800049,1394890015,2694159912,2136050049,2727469971,2978000000,2525350098,2689459961,3114000000
JOR,NY.GDP.PCAP.CD,3736.645462,3852.890025,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,4308.151074,4405.487109,4282.765825
JOR,SE.ADT.LITR.ZS,92.55104065,95.90444946,97.89031982,,,,,,98.22711182,,
JOR,SM.POP.REFG,2393339,2430580,2337341,2712877,2771492,2808343,2860679,2897751,2957877,2966079,3009472
JOR,SM.POP.REFG.OR,2248,2242,2363,1622,1711,1836,1919,2119,2430,2308,2486
JOR,SP.DYN.LE00.IN,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,74.526,74.655
JPN,DT.ODA.ODAT.CD,,,,,,,,,,,
JPN,NY.GDP.PCAP.CD,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39727.1166,40458.00188,39918.16756
JPN,SE.ADT.LITR.ZS,,,,,,,,,,,
JPN,SM.POP.REFG,2583,2645,2579,2586,2562,2479,2512,2189,1893,1463,1132
JPN,SM.POP.REFG.OR,149,176,173,154,257,140,53,44,42,39,40
JPN,SP.DYN.LE00.IN,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,84.61560976
KAZ,DT.ODA.ODAT.CD,211990005.5,201029998.8,130789993.3,90680000.31,92250000,81129997.25,62459999.08,59009998.32,78540000.92,52580001.83,70400001.53
KAZ,NY.GDP.PCAP.CD,9070.488253,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808,9121.637138
KAZ,SE.ADT.LITR.ZS,99.78163147,,,,,,,,99.78163147,,
KAZ,SM.POP.REFG,4403,613,561,580,628,701,647,602,568,518,440
KAZ,SM.POP.REFG.OR,3631,3497,3567,2114,2219,2263,2366,2406,2520,2757,2741
KAZ,SP.DYN.LE00.IN,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37
KEN,DT.ODA.ODAT.CD,1631260010,2477320068,2650780029,3304649902,2659030029,2463560059,2188389893,2479219971,2490929932,3171909912,3987860107
KEN,NY.GDP.PCAP.CD,1080.296184,1085.487152,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,1794.091175,1909.304537,1872.124026
KEN,SE.ADT.LITR.ZS,,,,,78.73303986,,,,81.53497314,,
KEN,SM.POP.REFG,402891,566482,564921,534935,551351,553907,451097,431895,421243,438899,452916
KEN,SM.POP.REFG.OR,8585,8731,8946,8580,8546,7902,7526,7567,7480,7705,7422
KEN,SP.DYN.LE00.IN,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699,66.991
KGZ,DT.ODA.ODAT.CD,372040008.5,425209991.5,432570007.3,462720001.2,423700012.2,451899993.9,320679992.7,335160003.7,378369995.1,342929992.7,445109985.4
KGZ,NY.GDP.PCAP.CD,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643,1308.140165,1374.032105,1182.5217
KGZ,SE.ADT.LITR.ZS,,,,,,,,,99.58599854,,
KGZ,SM.POP.REFG,2462,6097,4940,468,484,349,334,334,329,347,334
KGZ,SM.POP.REFG.OR,2748,3163,3490,2299,2449,2498,2571,2771,2934,2963,2883
KGZ,SP.DYN.LE00.IN,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,71.8
KHM,DT.ODA.ODAT.CD,681039978,691950012.2,807599975.6,808210022,802679992.7,679039978,728299987.8,855900024.4,782929992.7,966169982.9,1373209961
KHM,NY.GDP.PCAP.CD,785.5026671,882.275614,950.880346,1013.420536,1093.495976,1162.904995,1269.591499,1385.260066,1512.126989,1643.121389,1547.511388
KHM,SE.ADT.LITR.ZS,,,,,78.05509186,80.52648926,,,,,
KHM,SM.POP.REFG,124,61,75,64,59,74,61,61,,,
KHM,SM.POP.REFG.OR,16308,15201,14016,13738,13066,12802,12428,12238,12139,11986,11862
KHM,SP.DYN.LE00.IN,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,69.823,70.054
